@relation predictor
@attribute hue_mean numeric
@attribute saturation_mean numeric
@attribute value_mean numeric
@attribute hue_deviation numeric
@attribute saturation_deviation numeric
@attribute value_deviation numeric

@attribute faceId string
@data
0.7136252203791325,0.3772728042366604,0.5501470766961575,0.17602736728761348,0.01483147774604512,0.007955477069393733,test
