@relation predictor
@attribute hue_mean numeric
@attribute saturation_mean numeric
@attribute value_mean numeric
@attribute hue_deviation numeric
@attribute saturation_deviation numeric
@attribute value_deviation numeric

@attribute faceId string
@data
0.5637825835694094,0.3683013355731964,0.4920588372647762,0.230006964496444,0.0017312079324464998,0.007145397243762604,test
