@relation predictor
@attribute hue_mean numeric
@attribute saturation_mean numeric
@attribute value_mean numeric
@attribute hue_deviation numeric
@attribute saturation_deviation numeric
@attribute value_deviation numeric

@attribute faceId string
@data
0.5528669049996616,0.3215085642678397,0.6286274726901736,0.23360415437565288,0.0012707463078984404,0.0019877409247751805,test
