@relation predictor
@attribute hue_mean numeric
@attribute saturation_mean numeric
@attribute value_mean numeric
@attribute hue_deviation numeric
@attribute saturation_deviation numeric
@attribute value_deviation numeric

@attribute faceId string
@data
0.6233270467046116,0.31470208942890165,0.5086162626743317,0.21399834821197486,0.0021979472726324843,0.018942777330092257,test
